[ 0.05750886  0.09259785] 0
[ 0.09055495  0.01124072] 0
[ 0.00610458  0.00187625] 0
[ 0.07719755  0.00299339] 0
[ 0.00467022  0.07385303] 0
[ 0.09323939  0.08410103] 0
[ 0.09576471  0.05229068] 0
[ 0.00958025  0.09822017] 0
[ 0.09116861  0.0517247 ] 0
[ 0.0802648   0.03384498] 0
[ 0.02271559  0.08990223] 0
[ 0.01605773  0.05234585] 0
[ 0.09497699  0.01936217] 0
[ 0.08932714  0.06220185] 0
[ 0.09484991  0.03831623] 0
[ 0.08868657  0.02338002] 0
[ 0.05242619  0.0152504 ] 0
[ 0.00782706  0.09801815] 0
[ 0.06075427  0.05616776] 0
[ 0.0656856   0.06271857] 0
[ 0.00719773  0.02255672] 0
[ 0.0262222   0.01388688] 0
[ 0.09888512  0.01600705] 0
[ 0.04139675  0.02947851] 0
[ 0.07443669  0.01220984] 0
[ 0.03774862  0.06219136] 0
[ 0.04096352  0.03909277] 0
[ 0.08595638  0.01811294] 0
[ 0.04251339  0.00725664] 0
[ 0.0542078   0.05713639] 0
[ 0.05508463  0.08529851] 0
[ 0.02348015  0.02664402] 0
[ 0.05171284  0.03706654] 0
[ 0.0831917   0.03859425] 0
[ 0.04256664  0.07524171] 0
[ 0.0844366   0.07594161] 0
[ 0.05029344  0.03846394] 0
[ 0.05446826  0.0091233 ] 0
[ 0.06355295  0.03464301] 0
[ 0.05513723  0.05920554] 0
[ 0.09857515  0.0269607 ] 0
[ 0.09106858  0.07127584] 0
[ 0.07804884  0.03751852] 0
[ 0.02965378  0.01469077] 0
[ 0.01071443  0.05324392] 0
[ 0.035667    0.08480747] 0
[ 0.04047643  0.08129538] 0
[ 0.09089127  0.0214653 ] 0
[ 0.04875827  0.03541767] 0
[ 0.03844759  0.0852667 ] 0
[ 0.02441012  0.01292639] 0
[ 0.06525897  0.00419641] 0
[ 0.03831978  0.05552406] 0
[ 0.0552937   0.08382572] 0
[ 0.04570626  0.09113243] 0
[ 0.02516274  0.07110476] 0
[ 0.07536404  0.09704957] 0
[ 0.07250633  0.03122205] 0
[ 0.09655359  0.01973118] 0
[ 0.05488647  0.00967737] 0
[ 0.02509974  0.08096365] 0
[ 0.02545639  0.0513277 ] 0
[ 0.0135126   0.03387204] 0
[ 0.01708218  0.00257334] 0
[ 0.06420874  0.01998358] 0
[ 0.03151342  0.08625533] 0
[ 0.02727906  0.03644685] 0
[ 0.05684367  0.06497203] 0
[ 0.03091375  0.0901556 ] 0
[ 0.07711582  0.03022379] 0
[ 0.07211034  0.00927431] 0
[ 0.07798313  0.03643478] 0
[ 0.0628359  0.0394067] 0
[ 0.05003064  0.0280453 ] 0
[ 0.0625406   0.08383771] 0
[ 0.02560995  0.08617198] 0
[ 0.03324016  0.02874948] 0
[ 0.05727307  0.02064417] 0
[ 0.03953497  0.06824634] 0
[ 0.0073346   0.02132265] 0
[ 0.08885666  0.01054373] 0
[ 0.01841611  0.03473434] 0
[ 0.07980771  0.01716572] 0
[ 0.01973547  0.00584181] 0
[ 0.00503266  0.0705804 ] 0
[ 0.0018426   0.01372739] 0
[ 0.08779931  0.06937481] 0
[ 0.05468334  0.07948555] 0
[ 0.03257506  0.06473616] 0
[ 0.09917675  0.04678913] 0
[ 0.03130874  0.08998142] 0
[ 0.08714805  0.07169642] 0
[ 0.01041132  0.01636068] 0
[ 0.06294071  0.05609563] 0
[ 0.00376785  0.03977044] 0
[ 0.06292361  0.03819862] 0
[ 0.07585502  0.0245013 ] 0
[ 0.07480679  0.0912561 ] 0
[ 0.02085304  0.03593168] 0
[ 0.03320212  0.01474648] 0
[ 0.02435631  0.05743839] 0
[ 0.00322606  0.04965777] 0
[ 0.00436385  0.06869532] 0
[ 0.06222588  0.07368349] 0
[ 0.0335921   0.05396431] 0
[ 0.06462569  0.01897412] 0
[ 0.07196313  0.09872006] 0
[ 0.01648092  0.00475125] 0
[ 0.02867387  0.08331377] 0
[ 0.04127035  0.05920576] 0
[ 0.0718722   0.00737367] 0
[ 0.00564218  0.0280125 ] 0
[ 0.02147546  0.00088869] 0
[ 0.05281646  0.07162699] 0
[ 0.07996089  0.03286218] 0
[ 0.03496717  0.05705419] 0
[ 0.0211335   0.00753849] 0
[ 0.08549836  0.09480819] 0
[ 0.04498981  0.02883655] 0
[ 0.05334574  0.07589033] 0
[ 0.08969115  0.09705588] 0
[ 0.06136836  0.03569001] 0
[ 0.05840291  0.06852323] 0
[ 0.05091003  0.02511767] 0
[ 0.09541137  0.02783009] 0
[ 0.08130091  0.04259274] 0
[ 0.06085129  0.01501265] 0
[ 0.0784156   0.03045191] 0
[ 0.02078647  0.00269799] 0
[ 0.0189052   0.00105091] 0
[ 0.04423843  0.00936834] 0
[ 0.00259149  0.08258221] 0
[ 0.05489252  0.08430779] 0
[ 0.02323585  0.00220071] 0
[ 0.07428785  0.05034438] 0
[ 0.08826235  0.00220345] 0
[ 0.0614497   0.07624755] 0
[ 0.04524755  0.03660168] 0
[ 0.09494083  0.0641825 ] 0
[ 0.07314079  0.01128058] 0
[ 0.00838937  0.00207941] 0
[ 0.07399608  0.06925287] 0
[ 0.08721486  0.01432272] 0
[ 0.01667639  0.0871089 ] 0
[  9.33798654e-05   5.76246704e-02] 0
[ 0.07535558  0.04495518] 0
[ 0.04687738  0.07539568] 0
[ 0.04799438  0.02361471] 0
[ 0.09283533  0.03083629] 0
[ 0.08788849  0.06303258] 0
[ 0.00309161  0.0256767 ] 0
[ 0.00073293  0.07948537] 0
[ 0.07637727  0.027794  ] 0
[ 0.01648269  0.08896551] 0
[ 0.04200633  0.05797718] 0
[ 0.00502343  0.09344427] 0
[ 0.0591167   0.08781211] 0
[ 0.09166884  0.09271914] 0
[ 0.08149412  0.03124704] 0
[ 0.08886344  0.0630081 ] 0
[ 0.09505207  0.02544582] 0
[ 0.0382868   0.03560419] 0
[ 0.01116881  0.06209679] 0
[ 0.0229281   0.07736649] 0
[ 0.03067128  0.02679747] 0
[ 0.03995303  0.04059957] 0
[ 0.00429999  0.04230185] 0
[ 0.05288268  0.00210634] 0
[ 0.04799486  0.07453611] 0
[ 0.05861114  0.08227456] 0
[ 0.04818998  0.0400886 ] 0
[ 0.0580582   0.01078145] 0
[ 0.06047996  0.01523462] 0
[ 0.07084706  0.03091749] 0
[ 0.06101926  0.08089724] 0
[ 0.05764641  0.04769115] 0
[ 0.00803232  0.01247089] 0
[ 0.00917711  0.04590052] 0
[ 0.07343409  0.00091067] 0
[ 0.08731137  0.0629775 ] 0
[ 0.05900322  0.00523667] 0
[ 0.01929275  0.05463811] 0
[ 0.04325706  0.09876214] 0
[ 0.05387388  0.02114311] 0
[ 0.03772454  0.04852481] 0
[ 0.08623944  0.02201654] 0
[ 0.06831892  0.08680186] 0
[ 0.08684533  0.07627306] 0
[ 0.09568097  0.02719307] 0
[ 0.05416674  0.02696357] 0
[ 0.00439419  0.07790926] 0
[ 0.04768097  0.06863382] 0
[ 0.08856884  0.00995616] 0
[ 0.05620966  0.06431855] 0
[ 0.09834593  0.03947878] 0
[ 0.09596009  0.09088985] 0
[ 0.0642962   0.09607963] 0
[ 0.05022909  0.07692535] 0
[ 0.01926339  0.03209084] 0
[ 0.00633418  0.09469681] 0
[ 0.04757318  0.06884528] 0
[ 0.0372861   0.05075396] 0
[ 0.04572145  0.07104946] 0
[ 0.03130635  0.08046238] 0
[ 0.09406226  0.05213147] 0
[ 0.05344311  0.0777365 ] 0
[ 0.08908117  0.03105477] 0
[ 0.06811291  0.05185975] 0
[ 0.03669229  0.04647899] 0
[ 0.09144741  0.07447699] 0
[ 0.07658374  0.00965785] 0
[ 0.04182968  0.0341701 ] 0
[ 0.06353928  0.00063055] 0
[ 0.08789413  0.0887824 ] 0
[ 0.05612108  0.0776093 ] 0
[ 0.0334044   0.01125075] 0
[ 0.03532305  0.00610389] 0
[ 0.07201353  0.05947398] 0
[ 0.08462687  0.03502946] 0
[ 0.02822609  0.09390251] 0
[ 0.00905641  0.03582069] 0
[ 0.01206575  0.03603966] 0
[ 0.02650927  0.00388774] 0
[ 0.09361945  0.01611962] 0
[ 0.06481605  0.02668041] 0
[ 0.05308236  0.05175019] 0
[ 0.02432171  0.02377701] 0
[ 0.06135212  0.02582163] 0
[ 0.01911801  0.04349747] 0
[ 0.04683257  0.05147851] 0
[ 0.0509079   0.02468012] 0
[ 0.05564697  0.09701982] 0
[ 0.09318086  0.03348176] 0
[ 0.07998684  0.04920606] 0
[ 0.04934178  0.08092644] 0
[ 0.07899771  0.02676733] 0
[ 0.0843219   0.06356125] 0
[ 0.09638665  0.03472257] 0
[ 0.05103017  0.0009372 ] 0
[ 0.08585953  0.02448495] 0
[ 0.0998796   0.06275098] 0
[ 0.0581613  0.0844319] 0
[ 0.01962003  0.04169228] 0
[ 0.00605069  0.04718579] 0
[ 0.04608398  0.01345299] 0
[ 0.08317228  0.08701148] 0
[ 0.04145832  0.04449956] 0
[ 0.00639517  0.07958628] 0
[ 0.05544274  0.00987457] 0
[ 0.04524598  0.02396611] 0
[ 0.06109587  0.0374832 ] 0
[ 0.00325465  0.06078402] 0
[ 0.08613721  0.0511588 ] 0
[ 0.04041882  0.0307521 ] 0
[ 0.05953423  0.01820626] 0
[ 0.01031719  0.00599476] 0
[ 0.06189016  0.02199424] 0
[ 0.04591305  0.07241972] 0
[ 0.02583947  0.02001437] 0
[ 0.01566688  0.03258459] 0
[ 0.07668063  0.01418811] 0
[ 0.00099135  0.07204911] 0
[ 0.06510669  0.07529059] 0
[ 0.06233471  0.05734524] 0
[ 0.00846793  0.06550139] 0
[ 0.09150251  0.05071315] 0
[ 0.01079098  0.06053408] 0
[ 0.00328926  0.05174481] 0
[ 0.04031842  0.06258913] 0
[ 0.04894787  0.06535069] 0
[ 0.05792875  0.01691095] 0
[ 0.0364119   0.06307468] 0
[ 0.06319661  0.0355069 ] 0
[ 0.014626    0.03283554] 0
[ 0.01334198  0.03436451] 0
[ 0.01757807  0.09482355] 0
[ 0.09075469  0.00152577] 0
[ 0.04134499  0.0726687 ] 0
[ 0.05681433  0.05157196] 0
[ 0.05566163  0.093437  ] 0
[ 0.04752559  0.04784754] 0
[ 0.04900576  0.01191635] 0
[ 0.00407778  0.01640141] 0
[ 0.05477358  0.02288445] 0
[ 0.04021348  0.09277122] 0
[ 0.03946923  0.01057795] 0
[ 0.0325592   0.03130052] 0
[ 0.00813018  0.03316458] 0
[ 0.09953401  0.02024336] 0
[ 0.0507306   0.02645693] 0
[ 0.07126649  0.02340047] 0
[ 0.07099694  0.03362318] 0
[ 0.09642691  0.02340877] 0
[ 0.07724272  0.06293882] 0
[ 0.09400637  0.07663563] 0
[ 0.08644482  0.0167013 ] 0
[ 0.06718636  0.08799418] 0
[ 0.0506642   0.05775453] 0
[ 0.07694305  0.02131735] 0
[ 0.08639401  0.0920045 ] 0
[ 0.00302346  0.06433203] 0
[ 0.03738882  0.01352147] 0
[ 0.09275871  0.02714633] 0
[ 0.04949683  0.01304127] 0
[ 0.02389548  0.0622667 ] 0
[ 0.0565122   0.08578019] 0
[ 0.083906    0.04251627] 0
[ 0.0358691   0.00443582] 0
[ 0.0049186  0.0444944] 0
[ 0.05091446  0.08063342] 0
[ 0.02041987  0.05742078] 0
[ 0.08454773  0.09775563] 0
[ 0.05369896  0.01079012] 0
[ 0.08565037  0.08350578] 0
[ 0.06916934  0.02579418] 0
[ 0.01808633  0.02142158] 0
[ 0.05022166  0.02578393] 0
[ 0.0299737   0.05105933] 0
[ 0.02936387  0.02720537] 0
[ 0.02450196  0.07963745] 0
[ 0.00929448  0.08721862] 0
[ 0.02617505  0.08865745] 0
[ 0.03946923  0.02396449] 0
[ 0.00898782  0.01452232] 0
[ 0.00422248  0.0997171 ] 0
[ 0.08352229  0.07321503] 0
[ 0.04253484  0.03681972] 0
[ 0.03873175  0.01778754] 0
[ 0.07342091  0.04452137] 0
[ 0.0282518   0.02106663] 0
[ 0.09545403  0.05943465] 0
[ 0.06507022  0.0121142 ] 0
[ 0.0800457   0.02343676] 0
[ 0.03696316  0.01601151] 0
[ 0.02299608  0.05713308] 0
[ 0.01944615  0.09144526] 0
[ 0.05873838  0.0965567 ] 0
[ 0.06403346  0.02013386] 0
[ 0.07041348  0.06718493] 0
[ 0.05462296  0.0827803 ] 0
[ 0.07638426  0.0237859 ] 0
[ 0.06220198  0.0327718 ] 0
[ 0.0464418  0.0438197] 0
[ 0.05414351  0.03527352] 0
[ 0.02715476  0.07663012] 0
[ 0.07647022  0.09196548] 0
[ 0.08757758  0.01006979] 0
[ 0.06889254  0.08412675] 0
[ 0.00450736  0.04723342] 0
[ 0.05559446  0.04544241] 0
[ 0.0861991   0.03421043] 0
[ 0.00121833  0.01617964] 0
[ 0.03766909  0.0309292 ] 0
[ 0.00307556  0.04764122] 0
[ 0.00353523  0.06266202] 0
[ 0.00284888  0.09980959] 0
[ 0.09907146  0.02180777] 0
[ 0.05633864  0.07383993] 0
[ 0.09872454  0.0737321 ] 0
[ 0.03846696  0.00535565] 0
[ 0.05165453  0.0231323 ] 0
[ 0.09949587  0.0233583 ] 0
[ 0.00598503  0.08108485] 0
[ 0.03048121  0.03668881] 0
[ 0.00209811  0.02568252] 0
[ 0.08480333  0.09027406] 0
[ 0.02857285  0.08069323] 0
[ 0.08846705  0.00802966] 0
[ 0.03896731  0.00028157] 0
[ 0.09129426  0.0602686 ] 0
[ 0.03218915  0.07134545] 0
[ 0.00248932  0.00391172] 0
[ 0.03186223  0.00526755] 0
[ 0.08555933  0.05169204] 0
[ 0.01763854  0.05287707] 0
[ 0.06402945  0.04977198] 0
[ 0.02753052  0.07872609] 0
[ 0.05379679  0.04160753] 0
[ 0.08177286  0.00469289] 0
[ 0.02040403  0.06357806] 0
[ 0.06792425  0.09512913] 0
[ 0.05127313  0.02851296] 0
[ 0.01339781  0.04098914] 0
[ 0.09870543  0.01833916] 0
[ 0.02667495  0.08437014] 0
[ 0.0763191   0.04438074] 0
[ 0.00289205  0.00601566] 0
[ 0.01374856  0.04045029] 0
[ 0.08529489  0.07261012] 0
[ 0.09613812  0.0568169 ] 0
[ 0.07965858  0.0681217 ] 0
[ 0.06227982  0.00699409] 0
[ 0.03106346  0.04555189] 0
[ 0.08902132  0.06126497] 0
[ 0.0322937   0.01364579] 0
[ 0.02520099  0.09813145] 0
[ 0.07938519  0.05200054] 0
[ 0.07435964  0.08375574] 0
[ 0.02892961  0.0905423 ] 0
[ 0.0024713   0.05024238] 0
[ 0.03948126  0.05688554] 0
[ 0.03462857  0.01839085] 0
[ 0.08976955  0.02221729] 0
[ 0.05797065  0.02020779] 0
[ 0.06672291  0.07403057] 0
[ 0.04885651  0.07282425] 0
[ 0.09646032  0.05339972] 0
[ 0.06729246  0.04935589] 0
[ 0.07798952  0.04754711] 0
[ 0.00111358  0.07234635] 0
[ 0.05413696  0.09780463] 0
[ 0.02208958  0.047472  ] 0
[ 0.05810881  0.05256407] 0
[ 0.01509846  0.04227928] 0
[ 0.07082495  0.09859958] 0
[ 0.09192737  0.04416787] 0
[ 0.02379082  0.09756725] 0
[ 0.03183616  0.06942284] 0
[ 0.04299472  0.08913881] 0
[ 0.02151237  0.099158  ] 0
[ 0.05948699  0.06997336] 0
[ 0.01988763  0.05099743] 0
[ 0.070485    0.08597683] 0
[ 0.07862137  0.06726466] 0
[ 0.0369282   0.09530138] 0
[ 0.08072481  0.06396084] 0
[ 0.00239984  0.077959  ] 0
[ 0.06176673  0.00471541] 0
[ 0.04260893  0.06494454] 0
[ 0.02704842  0.08265102] 0
[ 0.05334198  0.07521635] 0
[ 0.08781196  0.07331934] 0
[ 0.02602053  0.02287134] 0
[ 0.03354795  0.07462873] 0
[ 0.02437175  0.06402526] 0
[ 0.0011587   0.05316181] 0
[ 0.09316083  0.06289157] 0
[ 0.06119968  0.04382139] 0
[ 0.06829701  0.0176554 ] 0
[ 0.09232975  0.03316471] 0
[ 0.09989047  0.02319649] 0
[ 0.0493765   0.05982785] 0
[ 0.04277062  0.04568472] 0
[ 0.07851781  0.08303275] 0
[ 0.01920916  0.09608738] 0
[ 0.02832414  0.07812777] 0
[ 0.07156582  0.09664217] 0
[ 0.06885378  0.02131572] 0
[ 0.0593012   0.01657983] 0
[ 0.09784006  0.07817711] 0
[ 0.05029235  0.02375639] 0
[ 0.06447459  0.02111337] 0
[ 0.06464924  0.04947713] 0
[ 0.0101815   0.06431054] 0
[ 0.08908414  0.0618461 ] 0
[ 0.07852692  0.0156065 ] 0
[ 0.01976511  0.05055029] 0
[ 0.06838228  0.07411785] 0
[ 0.05943432  0.05057543] 0
[ 0.06910165  0.0148039 ] 0
[ 0.0062608   0.01757989] 0
[ 0.02971247  0.07860382] 0
[ 0.03124439  0.05634929] 0
[ 0.07653861  0.04542218] 0
[ 0.04171706  0.04011368] 0
[ 0.05696549  0.04100545] 0
[ 0.02728311  0.05748952] 0
[ 0.00283093  0.07252545] 0
[ 0.08842875  0.01032974] 0
[ 0.04138118  0.02901493] 0
[ 0.00907386  0.0885276 ] 0
[ 0.06594299  0.09131481] 0
[ 0.03747606  0.01491463] 0
[ 0.01975484  0.0948493 ] 0
[ 0.05041528  0.06038877] 0
[ 0.08701236  0.0468538 ] 0
[ 0.02271678  0.00437928] 0
[ 0.01196037  0.08926066] 0
[ 0.09662169  0.0322483 ] 0
[ 0.02143534  0.07913994] 0
[ 0.03051913  0.02462776] 0
[ 0.00147894  0.00989952] 0
[ 0.08754555  0.04091946] 0
[ 0.01381566  0.00442412] 0
[ 0.0988104  0.0886218] 0
[ 0.03067835  0.09055277] 0
[ 0.06911351  0.05216803] 0
[ 0.07655354  0.02832075] 0
[ 0.03033137  0.01182558] 0
[ 0.03000917  0.01770923] 0
[ 0.03958208  0.09943475] 0
[ 0.09571813  0.03232674] 0
[ 0.07132741  0.08459914] 0
[ 0.02621076  0.07276895] 0
[ 0.08764669  0.06678023] 0
[ 0.07504699  0.00690766] 0
[ 0.02888312  0.07646501] 0
[ 0.08776642  0.09412439] 0
[ 0.03189606  0.06303844] 0
[ 0.0248248   0.06182409] 0
[ 0.01751545  0.09594226] 0
[ 0.03899588  0.04101854] 0
[ 0.08875343  0.06032493] 0
[ 0.03639044  0.05464216] 0
[ 0.01426457  0.08759432] 0
[ 0.00891164  0.01003006] 0
[ 0.02167535  0.05174614] 0
[ 0.07089555  0.02396268] 0
[ 0.09204858  0.04868918] 0
[ 0.00641589  0.04538985] 0
[ 0.01207665  0.09438175] 0
[ 0.0284984   0.07652073] 0
[ 0.07335021  0.04458233] 0
[ 0.08443976  0.09155522] 0
[ 0.00012461  0.02840728] 0
[ 0.05970422  0.0590543 ] 0
[ 0.07988306  0.03518377] 0
[ 0.0508117   0.09373744] 0
[ 0.05099348  0.03701465] 0
[ 0.0419888   0.02368735] 0
[ 0.09958528  0.06213104] 0
[ 0.06609673  0.00972337] 0
[ 0.05772703  0.06095302] 0
[ 0.01571257  0.03061003] 0
[ 0.09191644  0.02501308] 0
[ 0.0227636  0.0837706] 0
[ 0.02725364  0.06521744] 0
[ 0.00928915  0.06043546] 0
[ 0.00239077  0.06454123] 0
[ 0.02974172  0.09527674] 0
[ 0.04705718  0.02571193] 0
[ 0.08816264  0.0315957 ] 0
[ 0.09754943  0.08199426] 0
[ 0.08629163  0.02021711] 0
[ 0.01758362  0.02632192] 0
[ 0.00557237  0.03398258] 0
[ 0.08066699  0.04822326] 0
[ 0.07033578  0.0483664 ] 0
[ 0.00314365  0.01684707] 0
[ 0.08934309  0.02068659] 0
[ 0.00855546  0.01702084] 0
[ 0.04754905  0.05759939] 0
[ 0.01608921  0.01537868] 0
[ 0.05843739  0.08501777] 0
[ 0.08926334  0.09530613] 0
[ 0.08285846  0.0070898 ] 0
[ 0.07622798  0.0891428 ] 0
[ 0.03248547  0.06823446] 0
[ 0.08232754  0.05673177] 0
[ 0.06820672  0.07443606] 0
[ 0.04163017  0.02387092] 0
[ 0.04649276  0.06809428] 0
[ 0.05592997  0.00523239] 0
[ 0.06619484  0.09816138] 0
[ 0.0641095   0.06568238] 0
[ 0.06332491  0.07581005] 0
[ 0.040087    0.04597134] 0
[ 0.08957141  0.01090255] 0
[ 0.00047984  0.06656548] 0
[ 0.05478724  0.08112585] 0
[ 0.03575327  0.02033513] 0
[ 0.08331313  0.03238451] 0
[ 0.01690841  0.09750113] 0
[ 0.02541708  0.04893484] 0
[ 0.08989062  0.08153379] 0
[ 0.09652258  0.03873952] 0
[ 0.06469059  0.07983303] 0
[ 0.07255188  0.03915707] 0
[ 0.00056913  0.04563155] 0
[ 0.09317787  0.05956225] 0
[ 0.01983415  0.05378421] 0
[ 0.03768807  0.09572333] 0
[ 0.01875226  0.03402853] 0
[ 0.05748839  0.06450811] 0
[ 0.0049327   0.00982108] 0
[ 0.05383674  0.00322757] 0
[ 0.09687903  0.08409757] 0
[ 0.05606116  0.04314865] 0
[ 0.00734533  0.05193981] 0
[ 0.0759518   0.09447152] 0
[ 0.06323739  0.05456739] 0
[ 0.08859548  0.0992614 ] 0
[ 0.05493956  0.05396629] 0
[ 0.06973081  0.05806454] 0
[ 0.09008936  0.06904225] 0
[ 0.09568819  0.07317205] 0
[ 0.03228085  0.01914496] 0
[ 0.02080079  0.0604866 ] 0
[ 0.05284519  0.09514931] 0
[ 0.03077155  0.02118106] 0
[ 0.05433907  0.03758025] 0
[ 0.04139299  0.09605028] 0
[ 0.07267467  0.08650854] 0
[ 0.01722173  0.0430624 ] 0
[ 0.07422874  0.01957336] 0
[ 0.05963941  0.09963239] 0
[ 0.02410426  0.06643019] 0
[ 0.05845544  0.01711394] 0
[ 0.07691549  0.0650887 ] 0
[ 0.08809023  0.02808716] 0
[ 0.0915963   0.09487551] 0
[ 0.0838385   0.01274156] 0
[ 0.08008015  0.02626128] 0
[ 0.01599901  0.02070102] 0
[ 0.06816996  0.0695422 ] 0
[ 0.08851725  0.05242549] 0
[ 0.09897826  0.04334855] 0
[ 0.02903654  0.00533481] 0
[ 0.03685274  0.07527226] 0
[ 0.08884343  0.07490342] 0
[ 0.04345447  0.04964905] 0
[ 0.0241056   0.01582906] 0
[ 0.08783812  0.05662232] 0
[ 0.05797615  0.00062117] 0
[ 0.06379193  0.09284245] 0
[ 0.04809428  0.07716704] 0
[ 0.06175291  0.01646496] 0
[ 0.07171106  0.04893334] 0
[ 0.06661712  0.01127831] 0
[ 0.04007684  0.0812871 ] 0
[ 0.00178203  0.04368327] 0
[ 0.02649572  0.04319495] 0
[ 0.04425525  0.01764497] 0
[ 0.07743533  0.07176184] 0
[ 0.0795308   0.05666491] 0
[ 0.03441368  0.07612379] 0
[ 0.05791976  0.09019912] 0
[ 0.0214683   0.05432224] 0
[ 0.03214868  0.03296099] 0
[ 0.07098595  0.01297862] 0
[ 0.05152115  0.05364995] 0
[ 0.03113994  0.05315223] 0
[ 0.07047713  0.01042505] 0
[ 0.02802798  0.01963077] 0
[ 0.05859488  0.04708571] 0
[ 0.06961503  0.09018896] 0
[ 0.07654984  0.0443103 ] 0
[ 0.081714    0.05963147] 0
[ 0.08284172  0.03926753] 0
[ 0.019104    0.02923522] 0
[ 0.0730373   0.05507633] 0
[ 0.07964936  0.01700689] 0
[ 0.06328746  0.08083778] 0
[ 0.05442098  0.07541362] 0
[ 0.00574117  0.0671436 ] 0
[ 0.08515497  0.04008725] 0
[ 0.08093051  0.0265027 ] 0
[ 0.09625405  0.09187138] 0
[ 0.06834095  0.09264491] 0
[ 0.06832064  0.04374345] 0
[ 0.05354549  0.02881438] 0
[ 0.0974507   0.06048926] 0
[ 0.07233031  0.08482222] 0
[ 0.02833812  0.07194421] 0
[ 0.09083771  0.06837621] 0
[ 0.02375618  0.06179027] 0
[ 0.09291669  0.09108415] 0
[ 0.09629231  0.06757601] 0
[ 0.065522    0.03919531] 0
[ 0.07109623  0.00643552] 0
[ 0.05593136  0.00987516] 0
[ 0.06955554  0.05574225] 0
[ 0.01844304  0.0029353 ] 0
[ 0.08971531  0.0916264 ] 0
[ 0.06625811  0.09599528] 0
[ 0.0906825  0.0290208] 0
[ 0.01227765  0.0116651 ] 0
[ 0.03248619  0.07316927] 0
[ 0.01889587  0.00811939] 0
[ 0.01957935  0.07937155] 0
[ 0.05809874  0.05756103] 0
[ 0.0959141   0.06979053] 0
[ 0.00144463  0.06019626] 0
[ 0.03635793  0.01990355] 0
[ 0.09208414  0.03878924] 0
[ 0.01209349  0.05729307] 0
[ 0.07911756  0.04747245] 0
[ 0.00861346  0.01079798] 0
[ 0.05170385  0.02293872] 0
[ 0.07612863  0.03991643] 0
[ 0.02391967  0.0653893 ] 0
[ 0.04606292  0.04952333] 0
[ 0.07465195  0.06578959] 0
[ 0.0788141  0.002145 ] 0
[ 0.06528494  0.07871965] 0
[ 0.04777431  0.06665055] 0
[ 0.09117205  0.01270299] 0
[ 0.05063973  0.097902  ] 0
[ 0.08522643  0.03215304] 0
[ 0.05044877  0.08478098] 0
[ 0.04168224  0.01266861] 0
[ 0.0814982   0.02627016] 0
[ 0.05798144  0.09843199] 0
[ 0.03728806  0.01313831] 0
[ 0.03777666  0.0570471 ] 0
[ 0.02623509  0.00686464] 0
[ 0.0342974   0.05606969] 0
[ 0.05593022  0.07758451] 0
